yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
200503,1180.59,20.225,60.22,-0.01724,-0.018729,0.054,0.0606,0.0488,-0.0072,-0.0125,0.0274,0.0021,0.017131,0.016804,0.051008,0.335852,0.319857,0.0214,0.0066,-0.0053,0.007821,,0.009097,0.00086,,,,,6.571886,0.004343,8.7577,,-1.855142,,,0.090192,0.068792,,,0.33358,-0.045506,0.071299,0.454923,0.188386,0.960076,0.895997,-3.019782,0.019435,0.016893,,,1.070281,,0.264313,1.213516,3.224903
200504,1156.85,20.4583,61.2333,-0.018926,-0.020076,0.0533,0.0605,0.0461,0.0373,0.0327,0.0278,0.0021,0.017685,0.017329,0.052931,0.334105,0.329624,0.0183,0.0072,-0.0046,0.006725,,0.007936,0.001826,,,,,4.932277,0.004134,7.8733,,-2.020908,,,0.090835,-0.110468,,,0.321683,-0.032636,0.034617,0.446588,0.18407,0.931627,0.869447,-2.981249,0.023173,0.02055,,,0.024779,,0.307135,1.277642,3.21529
200505,1191.5,20.6917,62.2467,0.031994,0.030156,0.0515,0.0601,0.044,0.0297,0.0295,0.0284,0.0024,0.017366,0.017886,0.052242,0.332414,0.320966,0.0156,0.0086,-0.0002,-0.001028,,0.004777,0.000859,,,,,5.238642,0.003763,6.82,,-1.856112,,,0.090566,0.058537,,,0.493598,0.035483,0.015405,0.438508,0.17743,0.95676,0.892903,-2.992429,0.022521,0.014832,,,0.021521,,0.312902,1.407401,3.374712
200506,1191.33,20.925,63.26,0.001717,0.000139,0.0496,0.0586,0.0429,0.0167,0.0141,0.0297,0.0023,0.017564,0.017562,0.0531,0.330778,0.326979,0.0132,0.009,-0.0026,0.000514,,0.005366,0.000542,,,,,3.004058,0.00474,5.9874,,-1.800351,,,0.093554,0.087366,,,0.373013,0.048276,0.003195,0.438771,0.177746,0.939164,0.876481,-2.974793,0.022094,0.012369,,,-0.778302,,0.30035,1.358417,3.374148
200507,1234.18,21.107,64.33,0.037364,0.036163,0.0506,0.0595,0.0456,-0.0288,-0.0244,0.0322,0.0024,0.017102,0.017717,0.052124,0.328105,0.315734,0.0134,0.0089,0.0044,0.004627,,0.00448,0.00065,,,,,2.759788,0.003923,5.2186,,-1.911198,,,0.089029,0.072047,,,0.308417,-0.011778,0.038006,0.444897,0.153944,0.972612,0.907697,-2.995086,0.022222,0.011945,,,-0.243051,,0.235278,1.356143,3.440291
200508,1220.33,21.289,65.4,-0.009159,-0.011265,0.0509,0.0596,0.0432,0.0333,0.0233,0.0344,0.003,0.017445,0.01725,0.053592,0.32552,0.320533,0.0088,0.0087,-0.01,0.005118,,0.005405,0.000697,,,,,2.343653,0.005268,6.5591,,-1.852649,,,0.09103,0.130456,,,0.293935,0.016802,0.052034,0.448753,0.155938,0.958051,0.894107,-2.968072,0.016598,0.013536,,,-0.504039,,0.222805,1.359886,3.368894
200509,1228.81,21.471,66.47,0.008067,0.006916,0.0513,0.0603,0.0464,-0.0338,-0.031,0.0342,0.0029,0.017473,0.017594,0.054093,0.323018,0.317892,0.0122,0.009,0.0028,0.01222,,0.006716,0.00066,,,,,2.404744,0.004287,5.3559,,-1.861492,,,0.070098,-0.035262,,,0.312992,-0.002311,0.077556,0.430712,0.158894,0.966012,0.901537,-2.958193,0.019133,0.011892,,,0.002027,,0.224189,1.37501,3.335314
200510,1207.01,21.7193,67.59,-0.015672,-0.016697,0.0535,0.063,0.0484,-0.0196,-0.0204,0.0371,0.0027,0.017994,0.017675,0.055998,0.321339,0.321808,0.0113,0.0095,-0.0008,0.002012,,0.005749,0.001818,,,,,6.652069,0.004721,7.0583,,-1.977386,,,0.080945,-0.096813,,,0.417642,0.011808,0.114821,0.432026,0.155206,0.954255,0.890565,-2.926075,0.018381,0.019249,,,-0.504039,,0.272205,1.490763,3.393501
200511,1249.48,21.9677,68.71,0.038289,0.035675,0.0542,0.0639,0.0481,0.0076,0.0099,0.0388,0.0031,0.017581,0.0182,0.054991,0.319716,0.310914,0.0093,0.0097,0.0023,-0.008032,,0.005768,0.00054,,,,,3.097908,0.005579,6.8256,,-1.798597,,,0.090536,-0.041304,,,0.449791,0.059387,-0.004579,0.448476,0.176805,0.98769,0.921768,-2.944988,0.019628,0.013262,,,0.26516,,0.249474,1.436092,3.485136
200512,1248.29,22.216,69.83,-0.00006,-0.001396,0.0537,0.0632,0.0461,0.0267,0.0225,0.0389,0.0032,0.017797,0.01778,0.055941,0.318144,0.313478,0.0072,0.0095,-0.0042,-0.004049,,0.003059,0.000433,,,,,3.475762,0.004683,7.1476,,-1.813816,,,0.094182,0.065062,,,0.477434,0.033755,0.038008,0.459368,0.171591,0.979613,0.91423,-2.927196,0.01469,0.011822,,,-0.504039,,0.241727,1.374473,3.4768
200601,1280.08,22.4053,70.7767,0.026442,0.025424,0.0529,0.0624,0.0474,-0.0118,-0.0093,0.0424,0.0035,0.017503,0.017949,0.055291,0.316564,0.309226,0.005,0.0095,0.0025,0.007622,,-0.000446,0.000975,,,,,3.666092,0.004767,6.9877,,-1.947481,,,0.094429,0.111366,,,0.365754,-0.003326,0.016775,0.410188,0.176792,0.983829,0.9268,-2.9384,0.030739,0.014793,,,0.26516,,0.191488,1.428302,3.492662
200602,1280.66,22.5947,71.7233,0.002425,0.000167,0.0535,0.0627,0.0457,0.0238,0.0128,0.0443,0.0034,0.017643,0.017651,0.056005,0.315025,0.30561,0.0014,0.0092,-0.011,0.002017,,0.002038,0.000649,,,,,3.306879,0.005869,7.2603,,-1.897805,,,0.093616,-0.095638,,,0.393147,0.030116,0.037267,0.428011,0.174866,0.987092,0.937766,-2.927001,0.018412,0.013997,,,1.070281,,0.217516,1.385856,3.393792
200603,1294.87,22.784,72.67,0.012909,0.011511,0.0553,0.0641,0.0507,-0.0539,-0.0404,0.0451,0.0037,0.017596,0.017791,0.056121,0.313527,0.316009,0.0056,0.0088,0.0135,0.005536,,0.002152,0.000545,,,,,1.92438,0.004802,5.1758,,-1.89118,,,0.09448,0.079518,,,0.303482,0.057133,0.030192,0.429442,0.171356,0.981612,0.947653,-2.926357,0.02272,0.012747,,,1.070281,,0.218386,1.445407,3.422197
200604,1310.61,23.0017,73.2767,0.012064,0.01085,0.0584,0.0668,0.0532,-0.0247,-0.0224,0.046,0.0036,0.01755,0.017764,0.05591,0.313902,0.308842,0.0072,0.0084,0.0023,0.008509,,-0.003473,0.0006,,,,,0.510575,0.004926,3.9782,,-2.01972,,,0.096105,0.083774,,,0.388745,0.027401,0.073634,0.430551,0.182159,0.99865,0.969646,-2.932701,0.022762,0.012121,,,1.070281,,0.195139,1.460004,3.358177
200605,1270.09,23.2193,73.8833,-0.028319,-0.030519,0.0595,0.0675,0.0535,0.001,-0.002,0.0472,0.0043,0.018282,0.017716,0.058172,0.31427,0.31434,0.0063,0.008,-0.003,0.004963,,-0.002657,0.001355,,,,,7.702732,0.007451,10.6306,,-2.093599,,,0.095107,-0.005292,,,0.398441,0.002775,-0.015273,0.42185,0.1705,0.959258,0.952685,-2.894193,0.02376,0.022797,,,1.070281,,0.23688,1.580371,3.473229
200606,1270.2,23.437,74.49,0.001587,0.000348,0.0589,0.0678,0.0531,0.0092,0.0039,0.0479,0.004,0.018451,0.018453,0.058644,0.314633,0.31485,0.0052,0.0089,-0.0053,0.001975,,-0.002195,0.002103,,,,,3.927803,0.005634,0.0714,,-2.031232,,,0.09724,0.035284,,,0.491275,0.024449,0.094215,0.410548,0.091093,0.957705,0.951142,-2.886102,0.019697,0.015388,,,1.070281,,0.319529,1.816314,3.583622
200607,1276.66,23.6567,75.85,0.005571,0.00451,0.0585,0.0676,0.0518,0.0199,0.0237,0.0495,0.004,0.01853,0.018624,0.059413,0.311887,0.313852,0.0023,0.0091,0.0038,0.002957,,-0.002363,0.001452,,,,,6.784281,0.005946,8.5007,,-2.209032,,,0.095334,0.008385,,,0.527746,0.009506,0.068385,0.424322,0.096672,0.96075,0.954167,-2.872892,0.026224,0.019782,,,0.5153,,0.348354,1.863463,3.386077
200608,1303.82,23.8763,77.21,0.02415,0.021679,0.0568,0.0659,0.0496,0.0299,0.0361,0.0496,0.0042,0.018313,0.018702,0.059218,0.309239,0.308462,0,0.0091,0.0062,0.001966,,-0.008474,0.000469,,,,,4.392976,0.006742,4.0997,,-1.960309,,,0.098398,-0.056062,,,0.505724,-0.021425,0.057283,0.435939,0.093619,0.977539,0.970841,-2.874171,0.018438,0.012697,,,1.070281,,0.307038,1.93035,3.373779
200609,1335.85,24.096,78.57,0.026487,0.025296,0.0551,0.0643,0.0484,0.017,0.0183,0.0481,0.0041,0.018038,0.018481,0.058816,0.306682,0.300593,0.0003,0.0092,0.0013,-0.004904,,-0.009493,0.000513,,,,,3.342976,0.005237,6.9885,,-1.93478,,,0.095217,-0.10628,,,0.574892,0.099427,0.00398,0.414175,0.106085,0.996639,0.996254,-2.879453,0.014326,0.012425,,,1.070281,,0.222101,1.92344,3.272068
200610,1377.94,24.3587,79.55,0.032527,0.03142,0.0551,0.0642,0.0481,0.0077,0.0127,0.0492,0.0041,0.017678,0.018235,0.057731,0.306206,0.290599,-0.0011,0.0091,0.005,-0.005421,,-0.008935,0.000451,,,,,1.557429,0.005106,5.4026,,-1.865553,,,0.09299,-0.066455,,,0.578116,0.020348,0.033686,0.4329,0.087461,0.993182,0.993182,-2.898175,0.019965,0.010462,,,1.070281,,0.14128,1.853275,3.30773
200611,1400.63,24.6213,80.53,0.018385,0.015887,0.0533,0.062,0.0467,0.0207,0.0246,0.0494,0.0042,0.017579,0.017868,0.057496,0.305741,0.287242,-0.0027,0.0087,0.0039,-0.001487,,-0.015111,0.000592,,,,,-0.225144,0.006304,4.3349,,-1.912146,,,0.091442,0.072377,,,0.497321,0.045977,0.032007,0.45246,0.096343,0.990227,0.990227,-2.901021,0.018917,0.010409,,,1.070281,,0.16691,1.679197,3.387949
200612,1418.3,24.884,81.51,0.013768,0.012294,0.0532,0.0622,0.0491,-0.0236,-0.0232,0.0485,0.004,0.017545,0.017766,0.05747,0.305288,0.281682,0.0006,0.009,0.0004,0.001489,,-0.015037,0.000358,,,,,3.177323,0.005268,6.9593,,-1.83403,,,0.100377,-0.033667,,,0.51217,0.032655,0.03138,0.449164,0.099809,0.99621,0.99621,-2.901079,0.018652,0.011479,,,1.070281,,0.164856,1.624183,3.51646
200701,1438.24,25.0873,82.0567,0.015313,0.014345,0.054,0.0634,0.0502,-0.0102,-0.0051,0.0498,0.0044,0.017443,0.017688,0.057054,0.305732,0.278144,0.0004,0.0094,0.0051,0.003053,,-0.013987,0.00045,,,,,0.216578,0.005026,3.8813,,-1.912349,,,0.09557,-0.044043,,,0.642298,0.033459,0.039822,0.422148,0.118436,0.999994,0.999994,-2.910267,0.017015,0.009429,,,1.070281,,0.177001,1.627593,3.659889
200702,1406.82,25.2907,82.6033,-0.019288,-0.021598,0.0539,0.0628,0.0477,0.0335,0.0287,0.0503,0.0038,0.017977,0.017584,0.058716,0.30617,0.286148,-0.0026,0.0089,-0.0048,0.00535,,-0.015141,0.001477,,,,,2.36384,0.007041,12.8325,,-1.907774,,,0.104001,0.062059,,,0.658133,0.009051,-0.228669,0.432372,0.119874,0.959488,0.959488,-2.881157,0.018973,0.023341,,,1.070281,,0.273404,1.748004,3.391696
200703,1420.86,25.494,83.15,0.010894,0.009679,0.053,0.0627,0.0493,-0.0145,-0.0231,0.0494,0.0043,0.017943,0.018122,0.058521,0.306603,0.26905,-0.0001,0.0097,-0.0086,0.009106,,-0.012486,0.001588,,,,,4.416194,0.005812,0.6281,,-2.015112,,,0.104489,0.067336,,,0.674031,0.030442,0.003296,0.44509,0.110996,0.966192,0.966192,-2.882962,0.017716,0.0187,,,1.070281,,0.360362,2.045544,3.321802
200704,1482.37,25.7193,83.7402,0.043991,0.042857,0.0547,0.0639,0.0489,0.0085,0.014,0.0487,0.0044,0.01735,0.018101,0.056491,0.307132,0.254456,0.0002,0.0092,0.0055,0.006496,,-0.008912,0.000582,,,,,7.065283,0.005615,12.0013,,-1.876674,,,0.110013,-0.002426,,,0.693725,0.039868,0.051698,0.452382,0.111692,0.995577,0.995577,-2.919511,0.020193,0.018393,,,1.070281,,0.378461,2.073964,3.455039
200705,1530.62,25.9447,84.3305,0.034459,0.032154,0.0547,0.0639,0.051,-0.02,-0.0178,0.0473,0.0041,0.01695,0.017502,0.055096,0.307655,0.243911,0.0037,0.0092,0.0022,0.006111,,-0.010283,0.000697,,,,,4.4031,0.006763,7.8009,,-1.950074,,,0.109193,-0.026756,,,0.5719,0.012245,0.022069,0.444792,0.131254,0.999601,0.999601,-2.945091,0.020359,0.014478,,,1.070281,,0.308466,2.238879,3.442755
200706,1503.35,26.17,84.9207,-0.01662,-0.017829,0.0579,0.067,0.0521,-0.0091,-0.0148,0.0461,0.004,0.017408,0.017098,0.056488,0.30817,0.247896,0.006,0.0091,-0.0057,0.001938,,-0.011064,0.001472,,,,,5.929673,0.006273,10.636,,-2.068896,,,0.108138,0.10075,,,0.552354,0.016352,0.022423,0.42531,0.101249,0.980426,0.980426,-2.923475,0.02069,0.022814,,,1.070281,,0.302825,2.396199,3.379042
200707,1455.27,26.4393,82.8141,-0.031197,-0.032283,0.0573,0.0665,0.0501,0.0284,-0.0032,0.0482,0.004,0.018168,0.017587,0.056906,0.319261,0.251585,0.0019,0.0092,-0.0316,-0.000254,,-0.015262,0.002426,,,,,18.148926,0.009543,28.7886,,-2.159221,,,0.105375,0.109692,,,0.550988,0.035551,-0.017458,0.430395,0.109967,0.943686,0.943686,-2.915139,0.027659,0.050517,,,0.825204,,0.388985,2.515254,3.566355
200708,1473.99,26.7087,80.7074,0.015094,0.012859,0.0579,0.0665,0.0487,0.0199,0.0152,0.042,0.0042,0.01812,0.018353,0.054754,0.330932,0.24884,0.0067,0.0086,-0.0047,-0.001834,,-0.012198,0.005134,,,,,17.80106,0.008483,-1.5016,,-2.556071,,,0.106066,-0.053964,,,0.542248,0.038389,0.02111,0.391842,0.114585,0.954096,0.954096,-2.95054,0.029142,0.047264,,,1.070281,,0.464017,2.393633,3.405602
200709,1526.75,26.978,78.6007,0.037468,0.035923,0.0574,0.0659,0.0489,0.0012,0.0135,0.0389,0.0032,0.01767,0.018303,0.051482,0.343228,0.239207,0.01,0.0085,0.0123,0.002756,,-0.013015,0.001868,,,,,13.575129,0.006829,11.9168,,-2.228322,,,0.107322,0.103541,,,0.423148,0.008501,0.064228,0.41239,0.120967,0.992516,0.992516,-3.010724,0.022381,0.028545,,,1.070281,,0.466333,2.128992,3.664868
200710,1549.38,27.2293,74.4607,0.01736,0.016292,0.0566,0.0648,0.048,0.0155,0.0088,0.039,0.0032,0.017574,0.017835,0.048058,0.365687,0.238617,0.009,0.0082,-0.0067,0.002139,,-0.017955,0.001683,,,,,10.142141,0.008104,11.6295,,-2.060989,,,0.103104,0.153356,,,0.385592,0.025009,-0.007206,0.442029,0.134375,0.983443,0.983443,-3.079642,0.03301,0.029594,,,1.070281,,0.417649,1.981587,3.714336
200711,1481.14,27.4807,70.3207,-0.041382,-0.043581,0.0544,0.064,0.0445,0.0468,0.0079,0.0327,0.0034,0.018554,0.017737,0.047477,0.39079,0.24858,0.0118,0.0096,-0.0389,0.00594,,-0.025159,0.005637,,,,,14.959748,0.007868,2.8071,,-2.513328,,,0.107503,-0.059048,,,0.438787,0.003906,0.028906,0.435925,0.129988,0.944028,0.944028,-3.088162,0.027258,0.046862,,,0.801597,,0.410034,2.074551,3.812249
200712,1468.36,27.732,66.1807,-0.006116,-0.007903,0.0549,0.0665,0.045,-0.0029,0.0028,0.03,0.0027,0.018886,0.018723,0.045071,0.419034,0.250583,0.015,0.0116,0.0057,-0.000671,,-0.040637,0.002345,,,,,25.319271,0.007704,18.1362,,-2.355015,,,0.106816,0.082957,,,0.437103,0.080578,-0.033712,0.441706,0.127134,0.936481,0.936481,-3.139694,0.020064,0.042799,,,-0.546789,,0.404065,2.073606,3.762489
200801,1378.55,27.922,64.2507,-0.061166,-0.062332,0.0533,0.0654,0.0436,0.0213,0.0017,0.0275,0.0021,0.020255,0.019016,0.046607,0.434579,0.262754,0.0161,0.0121,-0.0196,0.004971,,-0.043179,0.004832,,,,,5.735699,0.008791,-24.1685,,-2.454304,,,0.10443,-0.044607,,,0.598609,0.043333,0.061413,0.400132,0.139548,0.893101,0.893101,-3.102712,0.032652,0.062595,,,-2.667391,,0.394662,2.289101,3.726275
200802,1330.63,28.112,62.3207,-0.031419,-0.033693,0.0553,0.0682,0.0438,0.0018,-0.0071,0.0212,0.0013,0.021127,0.020392,0.046836,0.451086,0.270979,0.0226,0.0129,-0.0089,0.002904,,-0.049608,0.003226,,,,,27.95594,0.007997,26.232,,-2.364067,,,0.099569,0.110287,,,0.546295,0.029039,-0.068336,0.421564,0.135804,0.865993,0.865993,-3.097831,0.034213,0.061118,,,-2.667391,,0.352288,2.322172,3.855022
200803,1322.7,28.302,60.3907,-0.0034,-0.005054,0.0551,0.0689,0.0432,0.0106,-0.0059,0.0126,0.0017,0.021397,0.02127,0.045657,0.468648,0.254058,0.0306,0.0138,-0.0165,0.008668,,-0.051832,0.006338,,,,,27.432327,0.007108,3.2104,,-2.393181,,,0.095105,-0.002358,,,0.571309,0.04959,0.079949,0.452705,0.136866,0.865746,0.865746,-3.121093,0.027925,0.058141,,,-2.667391,,0.389639,2.53678,4.220981
200804,1385.59,28.4387,57.3838,0.048629,0.04749,0.0555,0.0697,0.0458,-0.0288,0.0091,0.0129,0.0018,0.020525,0.0215,0.041415,0.495587,0.243015,0.0329,0.0142,0.0379,0.006065,,-0.048845,0.002904,,,,,15.547883,0.0068,13.4642,,-2.122927,,,0.087052,0.119756,,,0.387149,0.010287,0.041943,0.451583,0.153233,0.905087,0.905087,-3.220258,0.035414,0.037671,,,-2.667391,,0.391068,2.427679,4.319726
200805,1400.38,28.5753,54.3769,0.012986,0.010708,0.0557,0.0693,0.0475,-0.0164,-0.0277,0.0173,0.0018,0.020405,0.020623,0.03883,0.525505,0.246511,0.0302,0.0136,-0.0113,0.008421,,-0.045462,0.001641,,,,,12.202509,0.004524,13.2069,,-2.035302,,,0.079782,0.120053,,,0.373611,0.010878,0.048495,0.444917,0.16268,0.892251,0.892251,-3.286625,0.025397,0.027413,,,-2.667391,,0.357375,2.44271,4.280134
200806,1280,28.712,51.37,-0.082842,-0.084569,0.0568,0.0707,0.046,0.022,-0.0061,0.0186,0.0017,0.022431,0.020503,0.040133,0.558925,0.274491,0.0274,0.0139,-0.0281,0.010077,,-0.047377,0.003425,,,,,24.663998,0.006665,24.1558,,-2.06816,,,0.075924,0.099018,,,0.301006,0.013804,0.01674,0.431381,0.190626,0.801298,0.801298,-3.255743,0.042679,0.050685,,,-2.667391,,0.298388,2.552069,4.673773
200807,1267.38,28.7593,49.5633,-0.007306,-0.008738,0.0567,0.0716,0.0465,-0.0025,-0.0109,0.0163,0.0015,0.022692,0.022468,0.039107,0.580254,0.273816,0.0302,0.0149,-0.0084,0.005251,,-0.046932,0.004466,,,,,18.047714,0.007227,2.866,,-2.180661,,,0.070287,-0.112818,,,0.212068,-0.013604,0.06273,0.43501,0.178177,0.803276,0.803276,-3.280773,0.045595,0.044745,,,-2.667391,,0.272267,2.806084,3.96527
200808,1282.83,28.8067,47.7567,0.014955,0.012682,0.0564,0.0715,0.0449,0.0242,0.0121,0.0172,0.0013,0.022456,0.022729,0.037228,0.603197,0.269889,0.0277,0.0151,-0.0121,-0.003992,,-0.046333,0.003448,,,,,17.212015,0.005672,15.7629,,-2.19939,,,0.053121,-0.069421,,,0.139539,-0.012772,0.033196,0.451228,0.204089,0.814962,0.814962,-3.328868,0.040416,0.036772,,,-2.667391,,0.301493,2.525569,4.267471
200809,1166.36,28.854,45.95,-0.085467,-0.087287,0.0565,0.0731,0.0443,0.0112,-0.0863,0.0113,0.0015,0.024739,0.022492,0.039396,0.627943,0.287124,0.033,0.0166,-0.0975,-0.001383,,-0.048923,0.023775,,,,,29.373299,0.013283,-9.4708,,-2.328021,,,0.007154,-0.128516,,,0.077152,-0.003492,-0.04665,0.43247,0.208517,0.766044,0.766044,-3.270325,0.05137,0.148673,,,-2.667391,,0.462145,2.451782,3.704159
200810,968.75,28.6983,35.5933,-0.16698,-0.168455,0.0628,0.0888,0.0478,-0.0383,-0.045,0.0067,0.0008,0.029624,0.024605,0.036742,0.806284,0.334099,0.0411,0.026,-0.0067,-0.010101,,-0.055954,0.058089,,,,,63.150711,0.024406,-218.5638,,-2.647784,,,0.015941,-0.323734,,,0.05944,-0.06962,0.158773,0.402443,0.212046,0.679317,0.658335,-3.34124,0.048654,0.283216,,,-2.667391,,0.617669,1.638936,3.530392
200811,896.24,28.5427,25.2367,-0.073512,-0.076514,0.0612,0.0921,0.0372,0.1443,0.1174,0.0019,0.0003,0.031847,0.029463,0.028158,1.131,0.352867,0.0353,0.0309,-0.0269,-0.019153,,-0.05278,0.036257,,,,,99.205353,0.021804,8.306,,-2.506893,,,0.001705,-0.18928,,,0.036449,-0.078632,0.116783,0.429302,0.225535,0.643186,0.62332,-3.604602,0.054604,0.262477,,,-2.667391,,0.650639,1.309289,3.359458
200812,903.25,28.387,14.88,0.011995,0.009229,0.0505,0.0843,0.0303,0.0967,0.156,0.0003,0,0.031428,0.031673,0.016474,1.907728,0.354984,0.03,0.0338,0.0593,-0.010342,,-0.024498,0.02009,,,,,84.764015,0.015547,-11.3457,,-2.146064,,,-0.028184,-0.289078,,,0.029311,-0.088068,-0.03677,0.435594,0.272156,0.672098,0.619603,-4.129893,0.046346,0.12869,,,-2.667391,,0.652058,1.265479,4.282428
200901,825.88,28.0097,12.2067,-0.082615,-0.084039,0.0505,0.0814,0.0394,-0.1124,-0.0949,0.0013,0,0.033915,0.03101,0.01478,2.29462,0.389393,0.0381,0.0309,0.0175,0.004352,,-0.025056,0.011971,,,,,93.488319,0.015097,70.822,,-2.07019,,,-0.054451,0.063185,,,0.039449,-0.153249,-0.038906,0.417835,0.291804,0.612708,0.564852,-4.239355,0.06878,0.167191,,,-2.667391,,0.597365,1.065164,3.655949
200902,735.09,27.6323,9.5333,-0.103588,-0.107402,0.0527,0.0808,0.0401,-0.0056,-0.0308,0.003,0.0001,0.03759,0.033458,0.012969,2.898497,0.441103,0.0371,0.0281,-0.0252,0.004973,,-0.024927,0.009961,,,,,72.31369,0.014703,77.8161,,-1.80169,,,-0.061736,0.057992,,,-0.002404,-0.166567,-0.035478,0.433705,0.317968,0.540881,0.498635,-4.373494,0.046827,0.184942,,,-2.667391,,0.507343,1.128494,3.728587
200903,797.87,27.255,6.86,0.087634,0.084154,0.055,0.0842,0.0355,0.0641,-0.0018,0.0021,0.0002,0.03416,0.037077,0.008598,3.973032,0.446141,0.0334,0.0292,-0.0659,0.002432,,-0.037427,0.020364,,,,,83.31871,0.015555,31.003,,-2.092494,,,-0.078515,0.125028,,,0.019283,-0.1623,0.030373,0.453372,0.310536,0.582693,0.537181,-4.784048,0.051004,0.166137,,,-2.667391,,0.507473,1.329261,3.753648
200904,872.81,26.7013,7.0767,0.09423,0.09255,0.0539,0.0839,0.041,-0.0649,-0.003,0.0016,0.0001,0.030592,0.033466,0.008108,3.773151,0.415597,0.0394,0.03,0.0619,0.002496,,-0.030993,0.007551,,,,,59.499481,0.013106,38.9557,,-2.016932,,,-0.087689,0.01369,,,-0.147727,-0.123221,0.034188,0.426339,0.301578,0.625517,0.57666,-4.843794,0.069036,0.111486,,,-2.422314,,0.500242,1.137583,3.755016
200905,919.14,26.1477,7.2933,0.05464,0.051848,0.0554,0.0806,0.0432,-0.0248,0.0489,0.0018,0,0.028448,0.029958,0.007935,3.585146,0.399355,0.0414,0.0252,0.0737,0.002889,,-0.024349,0.006381,,,,,31.152943,0.006248,21.9618,,-2.068373,,,-0.098636,0.316981,,,-0.228769,-0.093728,0.069389,0.434486,0.284662,0.672584,0.600114,-4.868848,0.049843,0.072564,,,-1.088958,,0.468049,0.965214,3.971047
200906,919.32,25.594,7.51,0.002476,0.00068,0.0561,0.075,0.0429,0.0083,0.035,0.0018,0.0001,0.02784,0.027846,0.008169,3.407989,0.401876,0.0411,0.0189,0.0267,0.00859,,-0.022097,0.003473,,,,,31.857018,0.007507,24.9186,,-1.751096,,,-0.10283,0.052933,,,-0.213776,-0.10703,0.029988,0.418341,0.05843,0.71692,0.596349,-4.843924,0.036049,0.058282,,,-0.269405,,0.345417,0.991378,4.326688
200907,987.48,25.0297,9.1867,0.074482,0.073101,0.0541,0.0709,0.043,0.0019,0.0565,0.0018,0.0001,0.025347,0.027226,0.009303,2.724565,0.370126,0.0412,0.0168,0.0546,-0.001586,,-0.013782,0.003771,,,,,29.756847,0.005846,26.3099,,-1.792637,,,-0.092095,-0.008021,,,-0.365793,-0.084432,0.016304,0.43619,0.060964,0.778419,0.647505,-4.712384,0.038904,0.057366,,,0.833365,,0.367714,1.254057,4.353937
200908,1020.62,24.4653,10.8633,0.034751,0.032255,0.0526,0.0658,0.0415,0.0231,0.0235,0.0017,0.0001,0.023971,0.024776,0.010644,2.252102,0.357472,0.0398,0.0132,0.0004,0.002243,,-0.007921,0.002178,,,,,33.311047,0.006359,32.887,,-1.873517,,,-0.082122,0.010251,,,-0.381332,-0.067378,-0.002099,0.461033,0.042759,0.823409,0.670427,-4.578043,0.050456,0.055611,,,0.833365,,0.360026,0.985128,4.4649
200909,1057.08,23.901,12.54,0.036534,0.034978,0.0513,0.0631,0.0403,0.0176,0.0273,0.0012,0.0001,0.02261,0.023418,0.011863,1.905981,0.349521,0.0391,0.0118,0.0097,0.000625,,-0.000014,0.001913,,,,,29.858633,0.006603,36.5844,,-1.815042,,,-0.074732,0.007003,,,-0.404781,-0.094032,0.027469,0.436975,0.044359,0.896705,0.685676,-4.467777,0.029418,0.056441,,,0.833365,,0.341999,0.872136,4.415143
200910,1036.19,23.4023,25.35,-0.018259,-0.019458,0.0515,0.0629,0.042,-0.0171,0.0016,0.0007,0,0.022585,0.022139,0.024465,0.923169,0.349505,0.0413,0.0114,0.0187,0.000963,,0.003198,0.003898,,,,,43.838741,0.006125,54.9727,,-1.98699,,,-0.073572,0.093386,,,-0.410205,-0.074517,-0.01019,0.417208,0.067038,0.962401,0.685708,-3.743865,0.035359,0.08179,,,1.070281,,0.357688,0.805772,4.623585
200911,1095.63,22.9037,38.16,0.060257,0.057607,0.0519,0.0632,0.0406,0.0208,0.0044,0.0005,0,0.020905,0.022104,0.034829,0.600201,0.328149,0.0401,0.0113,-0.0164,0.000708,,0.007532,0.002001,,,,,26.101521,0.004572,24.6335,,-1.83636,,,-0.07068,0.001947,,,-0.64725,-0.100212,-0.002469,0.453114,0.077689,0.988575,0.730334,-3.390732,0.028782,0.050709,,,1.070281,,0.383855,0.857602,4.650054
200912,1115.1,22.405,50.97,0.018983,0.017346,0.0526,0.0637,0.0458,-0.0584,-0.0275,0.0005,0.0001,0.020092,0.020449,0.045709,0.439572,0.325531,0.0453,0.0111,0.0309,-0.001761,,0.010594,0.000933,,,,,25.883081,0.004747,25.778,,-1.642663,,,-0.068498,0.028501,,,-0.760511,-0.114455,-0.01808,0.464012,0.094464,0.98858,0.736209,-3.120733,0.037194,0.039134,,,1.070281,,0.385814,0.904541,4.259144
